review_id,review_text,sentiment_label,issue_label,is_multi_topic,secondary_issue,comment_type,processed_text
RV0537,Sản phẩm không quá tệ nhưng vừa mua xong đã giảm giá mạnh.,Negative,price,no,,normal,sản phẩm không quá tệ nhưng vừa mua xong đã giảm giá mạnh
RV0538,"Hàng đúng loại nhưng đóng gói sơ sài, làm mình lo sản phẩm bị hỏng.",Negative,packaging,yes,no_issue,mixed_topic,hàng đúng loại nhưng đóng gói sơ sài làm mình lo sản phẩm bị hỏng
RV0539,"Hàng đúng loại nhưng không có chống sốc, làm mình lo sản phẩm bị hỏng.",Negative,packaging,yes,no_issue,mixed_topic,hàng đúng loại nhưng không có chống sốc làm mình lo sản phẩm bị hỏng
RV0540,"ốp điện thoại hoạt động tốt nhưng giao quá chậm, hộp cũng hơi móp.",Negative,delivery,yes,packaging,mixed_topic,ốp điện thoại hoạt động tốt nhưng giao quá chậm hộp cũng hơi móp
RV0541,Đơn này bị lỗi phân loại: đặt mẫu khác nhưng nhận mẫu này. Đây là trải nghiệm cá nhân.,Negative,wrong_item,no,,normal,đơn này bị lỗi phân loại đặt mẫu khác nhưng nhận mẫu này đây là trải nghiệm cá nhân
RV0542,"Gói hàng ổn, đóng đơn nhanh, sản phẩm dùng ổn.",Positive,no_issue,no,,normal,gói hàng ổn đóng đơn nhanh sản phẩm dùng ổn
RV0543,"Không hài lòng vì giao sai màu, phải mất công đổi trả. Mình đánh giá theo đơn này.",Negative,wrong_item,no,,normal,không hài lòng vì giao sai màu phải mất công đổi trả mình đánh giá theo đơn này
RV0544,"Nhận hàng xong mới thấy đèn học không giống mô tả, không muốn mua lại.",Negative,product_quality,no,,normal,nhận hàng xong mới thấy đèn học không giống mô tả không muốn mua lại
RV0545,Bình luận cho đủ ký tự nhận điểm. Mình ghi nhận như vậy.,Neutral,spam_or_irrelevant,no,,spam_xu,bình luận cho đủ ký tự nhận điểm mình ghi nhận như vậy
RV0546,"quần jean không giống mô tả, mình khá thất vọng.",Negative,product_quality,no,,normal,quần jean không giống mô tả mình khá thất vọng
RV0547,"Hàng chuẩn, đúng mô tả, bên bán hỗ trợ tốt nên mình hài lòng.",Positive,no_issue,no,,normal,hàng chuẩn đúng mô tả bên bán hỗ trợ tốt nên mình hài lòng
RV0548,Sản phẩm không quá tệ nhưng giá hơi cao so với chất lượng.,Negative,price,no,,normal,sản phẩm không quá tệ nhưng giá hơi cao so với chất lượng
RV0549,"Mình mua bình nước, thấy dùng ổn, bên bán đổi trả rõ ràng.",Positive,no_issue,no,,normal,mình mua bình nước thấy dùng ổn bên bán đổi trả rõ ràng
RV0550,Mình đặt áo nhưng shop gửi nhầm sản phẩm.,Negative,wrong_item,no,,normal,mình đặt áo nhưng shop gửi nhầm sản phẩm
RV0551,"Sản phẩm không giống mô tả, khác xa kỳ vọng. Đây là trải nghiệm cá nhân.",Negative,product_quality,no,,normal,sản phẩm không giống mô tả khác xa kỳ vọng đây là trải nghiệm cá nhân
RV0552,"Rất thích mũ bảo hiểm, đúng mô tả, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích mũ bảo hiểm đúng mô tả phù hợp với nhu cầu
RV0553,"Mình mua đồng hồ, thấy đúng mô tả, cửa hàng hỗ trợ tốt.",Positive,no_issue,no,,normal,mình mua đồng hồ thấy đúng mô tả cửa hàng hỗ trợ tốt
RV0554,"kem dưỡng bị lỗi nhẹ, nhưng vấn đề chính là đổ lỗi cho khách.",Negative,customer_service,yes,product_quality,mixed_topic,kem dưỡng bị lỗi nhẹ nhưng vấn đề chính là đổ lỗi cho khách
RV0555,"Mình cần dùng gấp mà giao quá chậm, trải nghiệm không tốt.",Negative,delivery,no,,normal,mình cần dùng gấp mà giao quá chậm trải nghiệm không tốt
RV0556,"Rất thích balo, xài mượt, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích balo xài mượt phù hợp với nhu cầu
RV0557,"Shop trả lời ổn nhưng tai nghe đường may xấu, giao thiếu thông báo.",Negative,product_quality,yes,customer_service,mixed_topic,shop trả lời ổn nhưng tai nghe đường may xấu giao thiếu thông báo
RV0558,"Sản phẩm không giống mô tả, khác xa kỳ vọng. Hy vọng lần sau tốt hơn.",Negative,product_quality,no,,normal,sản phẩm không giống mô tả khác xa kỳ vọng hy vọng lần sau tốt hơn
RV0559,abc xyz nhận xu Đây là trải nghiệm cá nhân.,Neutral,spam_or_irrelevant,no,,spam_xu,abc xyz nhận xu đây là trải nghiệm cá nhân
RV0560,Hàng không tệ nhưng giao quá chậm nên mình đánh giá thấp. Đây là trải nghiệm cá nhân.,Negative,delivery,no,,normal,hàng không tệ nhưng giao quá chậm nên mình đánh giá thấp đây là trải nghiệm cá nhân
RV0561,Nhận xu nên đánh giá 5 sao. Mình ghi nhận như vậy.,Neutral,spam_or_irrelevant,no,,spam_xu,nhận xu nên đánh giá 5 sao mình ghi nhận như vậy
RV0562,"váy đẹp hơn mong đợi, giao đúng hẹn, giá cũng hợp lý. Mình ghi nhận như vậy.",Positive,no_issue,no,,normal,váy đẹp hơn mong đợi giao đúng hẹn giá cũng hợp lý mình ghi nhận như vậy
RV0563,Sản phẩm có vấn đề nhưng nhắn tin không ai trả lời. Mình ghi nhận như vậy.,Negative,customer_service,no,,normal,sản phẩm có vấn đề nhưng nhắn tin không ai trả lời mình ghi nhận như vậy
RV0564,"Không hài lòng vì giao sai màu, phải mất công đổi trả. Hy vọng lần sau tốt hơn.",Negative,wrong_item,no,,normal,không hài lòng vì giao sai màu phải mất công đổi trả hy vọng lần sau tốt hơn
RV0565,"Dùng thử đồng hồ thì thấy không hoạt động, cần kiểm tra chất lượng kỹ hơn.",Negative,product_quality,no,,normal,dùng thử đồng hồ thì thấy không hoạt động cần kiểm tra chất lượng kỹ hơn
RV0566,"Mình mua áo, thấy hoạt động tốt, cửa hàng phản hồi nhanh.",Positive,no_issue,no,,normal,mình mua áo thấy hoạt động tốt cửa hàng phản hồi nhanh
RV0567,"Hàng chuẩn, hoạt động tốt, cửa hàng shop tư vấn nhiệt tình nên mình hài lòng.",Positive,no_issue,no,,normal,hàng chuẩn hoạt động tốt cửa hàng shop tư vấn nhiệt tình nên mình hài lòng
RV0568,"thiếu số lượng, bao bì lại còn bị rách. Mình ghi nhận như vậy.",Negative,wrong_item,yes,packaging,mixed_topic,thiếu số lượng bao bì lại còn bị rách mình ghi nhận như vậy
RV0569,"Đã dùng vài ngày, sách mùi dễ chịu, không có lỗi gì.",Positive,no_issue,no,,normal,đã dùng vài ngày sách mùi dễ chịu không có lỗi gì
RV0570,"Mình đặt đúng phân loại nhưng thiếu phụ kiện, rất mất công kiểm tra lại.",Negative,wrong_item,yes,no_issue,mixed_topic,mình đặt đúng phân loại nhưng thiếu phụ kiện rất mất công kiểm tra lại
RV0571,"Cảm giác mua sale nhưng vẫn đắt, giá trị nhận lại chưa ổn. Mình ghi nhận như vậy.",Negative,price,no,,normal,cảm giác mua sale nhưng vẫn đắt giá trị nhận lại chưa ổn mình ghi nhận như vậy
RV0572,"Sản phẩm xài mượt, bao bì sạch sẽ, lần sau sẽ ủng hộ tiếp. Mình ghi nhận như vậy.",Positive,no_issue,no,,normal,sản phẩm xài mượt bao bì sạch sẽ lần sau sẽ ủng hộ tiếp mình ghi nhận như vậy
RV0573,"sách đẹp hơn mong đợi, giao nhanh, giá cũng hợp lý.",Positive,no_issue,no,,normal,sách đẹp hơn mong đợi giao nhanh giá cũng hợp lý
RV0574,aaaaaaaaaaaa Mình ghi nhận như vậy.,Neutral,spam_or_irrelevant,no,,random_text,aaaaaaaaaaaa mình ghi nhận như vậy
RV0575,Shop cần kiểm tra đơn kỹ hơn vì đặt mẫu khác nhưng nhận mẫu này.,Negative,wrong_item,no,,normal,shop cần kiểm tra đơn kỹ hơn vì đặt mẫu khác nhưng nhận mẫu này
RV0576,sách dùng bình thường nhưng giá niêm yết gây hiểu nhầm.,Negative,price,no,,normal,sách dùng bình thường nhưng giá niêm yết gây hiểu nhầm
RV0577,"gửi nhầm sản phẩm, không đúng với lựa chọn ban đầu.",Negative,wrong_item,no,,normal,gửi nhầm sản phẩm không đúng với lựa chọn ban đầu
RV0578,Sản phẩm có vấn đề nhưng tư vấn không rõ ràng.,Negative,customer_service,no,,normal,sản phẩm có vấn đề nhưng tư vấn không rõ ràng
RV0579,Nhận xu nên đánh giá 5 sao.,Neutral,spam_or_irrelevant,no,,spam_xu,nhận xu nên đánh giá 5 sao
RV0580,"Trải nghiệm chăm sóc khách hàng kém, shop trả lời rất chậm.",Negative,customer_service,no,,normal,trải nghiệm chăm sóc khách hàng kém shop trả lời rất chậm
RV0581,"Gói hàng ổn, ship khá nhanh, sản phẩm chất lượng tốt. Mình ghi nhận như vậy.",Positive,no_issue,no,,normal,gói hàng ổn ship khá nhanh sản phẩm chất lượng tốt mình ghi nhận như vậy
RV0582,Hàng không tệ nhưng giao quá chậm nên mình đánh giá thấp. #636,Negative,delivery,no,,normal,hàng không tệ nhưng giao quá chậm nên mình đánh giá thấp 636
RV0583,đèn học thì tạm ổn nhưng đơn hàng shipper giao nhầm giờ.,Negative,delivery,no,,normal,đèn học thì tạm ổn nhưng đơn hàng shipper giao nhầm giờ
RV0584,"Đã dùng vài ngày, quần jean xài mượt, không có lỗi gì.",Positive,no_issue,no,,normal,đã dùng vài ngày quần jean xài mượt không có lỗi gì
RV0585,"Rất thích giày, vải đẹp, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích giày vải đẹp phù hợp với nhu cầu
RV0586,"Giao khá nhanh nhưng thiếu số lượng, shop xử lý đổi trả chậm.",Negative,wrong_item,yes,customer_service,mixed_topic,giao khá nhanh nhưng thiếu số lượng shop xử lý đổi trả chậm
RV0587,"Shop giao rồi, chưa mở hộp. Đây là trải nghiệm cá nhân.",Neutral,spam_or_irrelevant,no,,not_used,shop giao rồi chưa mở hộp đây là trải nghiệm cá nhân
RV0588,"Đánh giá sau, giờ lấy xu trước. Hy vọng lần sau tốt hơn.",Neutral,spam_or_irrelevant,no,,spam_xu,đánh giá sau giờ lấy xu trước hy vọng lần sau tốt hơn
RV0589,"quần jean xài mượt, ship khá nhanh, bao bì sạch sẽ.",Positive,no_issue,no,,normal,quần jean xài mượt ship khá nhanh bao bì sạch sẽ
RV0590,"Rất thích sạc dự phòng, vải đẹp, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích sạc dự phòng vải đẹp phù hợp với nhu cầu
RV0591,"Không hài lòng vì thiếu phụ kiện, phải mất công đổi trả.",Negative,wrong_item,no,,normal,không hài lòng vì thiếu phụ kiện phải mất công đổi trả
RV0592,"Đã dùng vài ngày, đèn học đúng mô tả, không có lỗi gì.",Positive,no_issue,no,,normal,đã dùng vài ngày đèn học đúng mô tả không có lỗi gì
RV0593,"váy tạm dùng được nhưng mua sale nhưng vẫn đắt, đóng gói cũng sơ sài.",Negative,price,yes,packaging,mixed_topic,váy tạm dùng được nhưng mua sale nhưng vẫn đắt đóng gói cũng sơ sài
RV0594,"Không hài lòng vì giao sai màu, phải mất công đổi trả.",Negative,wrong_item,no,,normal,không hài lòng vì giao sai màu phải mất công đổi trả
RV0595,"sạc dự phòng mùi rất khó chịu, mình khá thất vọng.",Negative,product_quality,no,,normal,sạc dự phòng mùi rất khó chịu mình khá thất vọng
RV0596,"hộp bị móp, may là bàn phím chưa hỏng hẳn.",Negative,packaging,no,,normal,hộp bị móp may là bàn phím chưa hỏng hẳn
RV0597,Mình đặt bình nước nhưng shop gửi nhầm sản phẩm.,Negative,wrong_item,no,,normal,mình đặt bình nước nhưng shop gửi nhầm sản phẩm
RV0598,"Đã dùng vài ngày, quần jean hoạt động tốt, không có lỗi gì.",Positive,no_issue,no,,normal,đã dùng vài ngày quần jean hoạt động tốt không có lỗi gì
RV0599,"Vấn đề lớn nhất là vận chuyển chậm hơn dự kiến, mong shop cải thiện khâu giao hàng.",Negative,delivery,no,,normal,vấn đề lớn nhất là vận chuyển chậm hơn dự kiến mong shop cải thiện khâu giao hàng
RV0600,Đơn này bị lỗi phân loại: nhận nhầm đơn của người khác.,Negative,wrong_item,no,,normal,đơn này bị lỗi phân loại nhận nhầm đơn của người khác
RV0601,"sạc dự phòng đúng mô tả, ship khá nhanh, đóng gói cẩn thận.",Positive,no_issue,no,,normal,sạc dự phòng đúng mô tả ship khá nhanh đóng gói cẩn thận
RV0602,"ốp điện thoại đẹp hơn mong đợi, ship khá nhanh, giá cũng hợp lý.",Positive,no_issue,no,,normal,ốp điện thoại đẹp hơn mong đợi ship khá nhanh giá cũng hợp lý
RV0603,"Gói hàng ổn, giao nhanh, sản phẩm hoạt động tốt.",Positive,no_issue,no,,normal,gói hàng ổn giao nhanh sản phẩm hoạt động tốt
RV0604,"Đã dùng vài ngày, chuột máy tính vải đẹp, không có lỗi gì.",Positive,no_issue,no,,normal,đã dùng vài ngày chuột máy tính vải đẹp không có lỗi gì
RV0605,"Rất thích bình nước, đúng mô tả, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích bình nước đúng mô tả phù hợp với nhu cầu
RV0606,"Hàng chuẩn, xài mượt, bên bán hỗ trợ tốt nên mình hài lòng. Hy vọng lần sau tốt hơn.",Positive,no_issue,no,,normal,hàng chuẩn xài mượt bên bán hỗ trợ tốt nên mình hài lòng hy vọng lần sau tốt hơn
RV0607,"Mình mua giày, thấy màu đẹp, người bán shop tư vấn nhiệt tình.",Positive,no_issue,no,,normal,mình mua giày thấy màu đẹp người bán shop tư vấn nhiệt tình
RV0608,"sách xài mượt, ship khá nhanh, bọc chống sốc tốt.",Positive,no_issue,no,,normal,sách xài mượt ship khá nhanh bọc chống sốc tốt
RV0609,"mũ bảo hiểm đẹp hơn mong đợi, ship khá nhanh, giá cũng hợp lý.",Positive,no_issue,no,,normal,mũ bảo hiểm đẹp hơn mong đợi ship khá nhanh giá cũng hợp lý
RV0610,Đơn này bị lỗi phân loại: đặt mẫu khác nhưng nhận mẫu này.,Negative,wrong_item,no,,normal,đơn này bị lỗi phân loại đặt mẫu khác nhưng nhận mẫu này
RV0611,"giày đẹp hơn mong đợi, giao nhanh, giá cũng hợp lý.",Positive,no_issue,no,,normal,giày đẹp hơn mong đợi giao nhanh giá cũng hợp lý
RV0612,"Khâu đóng gói kém, hộp bị móp. Đây là trải nghiệm cá nhân.",Negative,packaging,no,,normal,khâu đóng gói kém hộp bị móp đây là trải nghiệm cá nhân
RV0613,Mình không hài lòng vì không có chống sốc khi nhận hàng.,Negative,packaging,no,,normal,mình không hài lòng vì không có chống sốc khi nhận hàng
RV0614,Sản phẩm không quá tệ nhưng không đáng tiền. Hy vọng lần sau tốt hơn.,Negative,price,no,,normal,sản phẩm không quá tệ nhưng không đáng tiền hy vọng lần sau tốt hơn
RV0615,"Nhận nồi chiên mà tem niêm phong bị bung, nhìn rất thiếu chuyên nghiệp.",Negative,packaging,no,,normal,nhận nồi chiên mà tem niêm phong bị bung nhìn rất thiếu chuyên nghiệp
RV0616,"Trải nghiệm chăm sóc khách hàng kém, nhắn tin không ai trả lời.",Negative,customer_service,no,,normal,trải nghiệm chăm sóc khách hàng kém nhắn tin không ai trả lời
RV0617,"Mình hỏi về sạc dự phòng mà đổ lỗi cho khách, rất mất thời gian.",Negative,customer_service,no,,normal,mình hỏi về sạc dự phòng mà đổ lỗi cho khách rất mất thời gian
RV0618,"Shop phản hồi được nhưng giá tăng bất thường, mình thấy chưa đáng mua lại.",Negative,price,yes,customer_service,mixed_topic,shop phản hồi được nhưng giá tăng bất thường mình thấy chưa đáng mua lại
RV0619,Không biết viết gì. Mình ghi nhận như vậy.,Neutral,spam_or_irrelevant,no,,irrelevant,không biết viết gì mình ghi nhận như vậy
RV0620,Có lỗi phát sinh nhưng cửa hàng thái độ phản hồi khó chịu.,Negative,customer_service,no,,normal,có lỗi phát sinh nhưng cửa hàng thái độ phản hồi khó chịu
RV0621,"Vấn đề lớn nhất là hàng bị kẹt ở kho, mong shop cải thiện khâu giao hàng. Hy vọng lần sau tốt hơn.",Negative,delivery,no,,normal,vấn đề lớn nhất là hàng bị kẹt ở kho mong shop cải thiện khâu giao hàng hy vọng lần sau tốt hơn
RV0622,"Gói hàng ổn, nhận hàng sớm, sản phẩm dùng ổn.",Positive,no_issue,no,,normal,gói hàng ổn nhận hàng sớm sản phẩm dùng ổn
RV0623,"Hàng chuẩn, xài mượt, người bán nhắn tin lịch sự nên mình hài lòng.",Positive,no_issue,no,,normal,hàng chuẩn xài mượt người bán nhắn tin lịch sự nên mình hài lòng
RV0624,Shop cần kiểm tra đơn kỹ hơn vì thiếu phụ kiện. Mình ghi nhận như vậy.,Negative,wrong_item,no,,normal,shop cần kiểm tra đơn kỹ hơn vì thiếu phụ kiện mình ghi nhận như vậy
RV0625,"nồi chiên đẹp hơn mong đợi, giao đúng hẹn, giá cũng hợp lý.",Positive,no_issue,no,,normal,nồi chiên đẹp hơn mong đợi giao đúng hẹn giá cũng hợp lý
RV0626,Mình không hài lòng vì tư vấn không rõ ràng. Mình ghi nhận như vậy.,Negative,customer_service,no,,normal,mình không hài lòng vì tư vấn không rõ ràng mình ghi nhận như vậy
RV0627,"Khâu đóng gói kém, hộp ướt.",Negative,packaging,no,,normal,khâu đóng gói kém hộp ướt
RV0628,"Rất thích mũ bảo hiểm, màu đẹp, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích mũ bảo hiểm màu đẹp phù hợp với nhu cầu
RV0629,"Sản phẩm màu đẹp, đóng gói cẩn thận, lần sau sẽ ủng hộ tiếp.",Positive,no_issue,no,,normal,sản phẩm màu đẹp đóng gói cẩn thận lần sau sẽ ủng hộ tiếp
RV0630,"Mình mua bình nước, thấy vải đẹp, shop shop tư vấn nhiệt tình.",Positive,no_issue,no,,normal,mình mua bình nước thấy vải đẹp shop shop tư vấn nhiệt tình
RV0631,"áo đẹp hơn mong đợi, nhận hàng sớm, giá cũng hợp lý.",Positive,no_issue,no,,normal,áo đẹp hơn mong đợi nhận hàng sớm giá cũng hợp lý
RV0632,"Gói hàng ổn, đóng đơn nhanh, sản phẩm dùng ổn. Mình ghi nhận như vậy.",Positive,no_issue,no,,normal,gói hàng ổn đóng đơn nhanh sản phẩm dùng ổn mình ghi nhận như vậy
RV0633,"Đã dùng vài ngày, bàn phím rất đáng tiền, không có lỗi gì.",Positive,no_issue,no,,normal,đã dùng vài ngày bàn phím rất đáng tiền không có lỗi gì
RV0634,"Hàng chuẩn, chắc chắn, người bán nhắn tin lịch sự nên mình hài lòng.",Positive,no_issue,no,,normal,hàng chuẩn chắc chắn người bán nhắn tin lịch sự nên mình hài lòng
RV0635,"sạc dự phòng đẹp hơn mong đợi, giao nhanh, giá cũng hợp lý.",Positive,no_issue,no,,normal,sạc dự phòng đẹp hơn mong đợi giao nhanh giá cũng hợp lý
RV0636,"Đã dùng vài ngày, bình nước rất đáng tiền, không có lỗi gì.",Positive,no_issue,no,,normal,đã dùng vài ngày bình nước rất đáng tiền không có lỗi gì
RV0637,"Mình mua mũ bảo hiểm, thấy vải đẹp, cửa hàng shop tư vấn nhiệt tình.",Positive,no_issue,no,,normal,mình mua mũ bảo hiểm thấy vải đẹp cửa hàng shop tư vấn nhiệt tình
RV0638,"Sản phẩm xài mượt, bọc chống sốc tốt, lần sau sẽ ủng hộ tiếp.",Positive,no_issue,no,,normal,sản phẩm xài mượt bọc chống sốc tốt lần sau sẽ ủng hộ tiếp
RV0639,"Bao bì nhìn được nhưng tai nghe màu bị phai, mình vẫn phải đánh giá thấp.",Negative,product_quality,yes,packaging,mixed_topic,bao bì nhìn được nhưng tai nghe màu bị phai mình vẫn phải đánh giá thấp
RV0640,Hàng không tệ nhưng vận chuyển chậm hơn dự kiến nên mình đánh giá thấp. Hy vọng lần sau tốt hơn.,Negative,delivery,no,,normal,hàng không tệ nhưng vận chuyển chậm hơn dự kiến nên mình đánh giá thấp hy vọng lần sau tốt hơn
RV0641,"đồng hồ rất đáng tiền, giao nhanh, niêm phong kỹ.",Positive,no_issue,no,,normal,đồng hồ rất đáng tiền giao nhanh niêm phong kỹ
RV0642,"đặt mẫu khác nhưng nhận mẫu này, không đúng với lựa chọn ban đầu. Mình ghi nhận như vậy.",Negative,wrong_item,no,,normal,đặt mẫu khác nhưng nhận mẫu này không đúng với lựa chọn ban đầu mình ghi nhận như vậy
RV0643,"Sản phẩm dùng ổn, đóng gói cẩn thận, lần sau sẽ ủng hộ tiếp.",Positive,no_issue,no,,normal,sản phẩm dùng ổn đóng gói cẩn thận lần sau sẽ ủng hộ tiếp
RV0644,Sản phẩm có vấn đề nhưng đổ lỗi cho khách. Hy vọng lần sau tốt hơn.,Negative,customer_service,no,,normal,sản phẩm có vấn đề nhưng đổ lỗi cho khách hy vọng lần sau tốt hơn
RV0645,"Nhận hàng xong mới thấy áo màu bị phai, không muốn mua lại.",Negative,product_quality,no,,normal,nhận hàng xong mới thấy áo màu bị phai không muốn mua lại
RV0646,"Mình cần dùng gấp mà giao quá chậm, trải nghiệm không tốt. Mình đánh giá theo đơn này.",Negative,delivery,no,,normal,mình cần dùng gấp mà giao quá chậm trải nghiệm không tốt mình đánh giá theo đơn này
RV0647,"Giao khá nhanh nhưng gửi nhầm sản phẩm, shop xử lý đổi trả chậm.",Negative,wrong_item,yes,customer_service,mixed_topic,giao khá nhanh nhưng gửi nhầm sản phẩm shop xử lý đổi trả chậm
RV0648,"Mình cần dùng gấp mà hàng bị kẹt ở kho, trải nghiệm không tốt.",Negative,delivery,no,,normal,mình cần dùng gấp mà hàng bị kẹt ở kho trải nghiệm không tốt
RV0649,"Rất thích bàn phím, xài mượt, phù hợp với nhu cầu. Mình ghi nhận như vậy.",Positive,no_issue,no,,normal,rất thích bàn phím xài mượt phù hợp với nhu cầu mình ghi nhận như vậy
RV0650,"Hàng chuẩn, chắc chắn, bên bán shop tư vấn nhiệt tình nên mình hài lòng.",Positive,no_issue,no,,normal,hàng chuẩn chắc chắn bên bán shop tư vấn nhiệt tình nên mình hài lòng
RV0651,"Sản phẩm rất đáng tiền, đóng gói cẩn thận, lần sau sẽ ủng hộ tiếp.",Positive,no_issue,no,,normal,sản phẩm rất đáng tiền đóng gói cẩn thận lần sau sẽ ủng hộ tiếp
RV0652,"Đã dùng vài ngày, váy dùng ổn, không có lỗi gì.",Positive,no_issue,no,,normal,đã dùng vài ngày váy dùng ổn không có lỗi gì
RV0653,Đơn này bị lỗi phân loại: đặt mẫu khác nhưng nhận mẫu này. Mình ghi nhận như vậy.,Negative,wrong_item,no,,normal,đơn này bị lỗi phân loại đặt mẫu khác nhưng nhận mẫu này mình ghi nhận như vậy
RV0654,"Sản phẩm chắc chắn, đóng gói cẩn thận, lần sau sẽ ủng hộ tiếp.",Positive,no_issue,no,,normal,sản phẩm chắc chắn đóng gói cẩn thận lần sau sẽ ủng hộ tiếp
RV0655,"Mình mua chuột máy tính, thấy rất đáng tiền, cửa hàng hỗ trợ tốt.",Positive,no_issue,no,,normal,mình mua chuột máy tính thấy rất đáng tiền cửa hàng hỗ trợ tốt
RV0656,"Mình mua balo, thấy chắc chắn, shop shop tư vấn nhiệt tình.",Positive,no_issue,no,,normal,mình mua balo thấy chắc chắn shop shop tư vấn nhiệt tình
RV0657,"Vấn đề lớn nhất là đợi rất lâu mới nhận được, mong shop cải thiện khâu giao hàng. Mình ghi nhận như vậy.",Negative,delivery,no,,normal,vấn đề lớn nhất là đợi rất lâu mới nhận được mong shop cải thiện khâu giao hàng mình ghi nhận như vậy
RV0658,"Hàng gì cũng được, cần xu. Đây là trải nghiệm cá nhân.",Neutral,spam_or_irrelevant,no,,spam_xu,hàng gì cũng được cần xu đây là trải nghiệm cá nhân
RV0659,"Sản phẩm đúng mô tả, niêm phong kỹ, lần sau sẽ ủng hộ tiếp.",Positive,no_issue,no,,normal,sản phẩm đúng mô tả niêm phong kỹ lần sau sẽ ủng hộ tiếp
RV0660,"giày rất đáng tiền, nhận hàng sớm, niêm phong kỹ.",Positive,no_issue,no,,normal,giày rất đáng tiền nhận hàng sớm niêm phong kỹ
RV0661,"Dùng thử bàn phím thì thấy bị lỗi, cần kiểm tra chất lượng kỹ hơn.",Negative,product_quality,no,,normal,dùng thử bàn phím thì thấy bị lỗi cần kiểm tra chất lượng kỹ hơn
RV0662,"Mình cần dùng gấp mà hàng bị kẹt ở kho, trải nghiệm không tốt. Mình ghi nhận như vậy.",Negative,delivery,no,,normal,mình cần dùng gấp mà hàng bị kẹt ở kho trải nghiệm không tốt mình ghi nhận như vậy
RV0663,"Vấn đề lớn nhất là shipper giao nhầm giờ, mong shop cải thiện khâu giao hàng.",Negative,delivery,no,,normal,vấn đề lớn nhất là shipper giao nhầm giờ mong shop cải thiện khâu giao hàng
RV0664,Cho đủ chữ để nhận thưởng. Hy vọng lần sau tốt hơn.,Neutral,spam_or_irrelevant,no,,spam_xu,cho đủ chữ để nhận thưởng hy vọng lần sau tốt hơn
RV0665,"Bao bì nhìn được nhưng tai nghe pin tụt nhanh, mình vẫn phải đánh giá thấp.",Negative,product_quality,yes,packaging,mixed_topic,bao bì nhìn được nhưng tai nghe pin tụt nhanh mình vẫn phải đánh giá thấp
RV0666,"Dùng thử tai nghe thì thấy đường may xấu, cần kiểm tra chất lượng kỹ hơn.",Negative,product_quality,no,,normal,dùng thử tai nghe thì thấy đường may xấu cần kiểm tra chất lượng kỹ hơn
RV0667,"Mình cần dùng gấp mà trễ hẹn nhiều ngày, trải nghiệm không tốt. Hy vọng lần sau tốt hơn.",Negative,delivery,no,,normal,mình cần dùng gấp mà trễ hẹn nhiều ngày trải nghiệm không tốt hy vọng lần sau tốt hơn
RV0668,Có lỗi phát sinh nhưng cửa hàng tư vấn không rõ ràng.,Negative,customer_service,no,,normal,có lỗi phát sinh nhưng cửa hàng tư vấn không rõ ràng
RV0669,"Rất thích nồi chiên, chắc chắn, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích nồi chiên chắc chắn phù hợp với nhu cầu
RV0670,Sản phẩm có vấn đề nhưng xử lý khiếu nại lâu. Mình ghi nhận như vậy.,Negative,customer_service,no,,normal,sản phẩm có vấn đề nhưng xử lý khiếu nại lâu mình ghi nhận như vậy
RV0671,"Rất thích tai nghe, dùng ổn, phù hợp với nhu cầu.",Positive,no_issue,no,,normal,rất thích tai nghe dùng ổn phù hợp với nhu cầu
RV0672,"Cảm giác giá niêm yết gây hiểu nhầm, giá trị nhận lại chưa ổn.",Negative,price,no,,normal,cảm giác giá niêm yết gây hiểu nhầm giá trị nhận lại chưa ổn
RV0673,Bình luận cho đủ ký tự nhận điểm. #1092,Neutral,spam_or_irrelevant,no,,spam_xu,bình luận cho đủ ký tự nhận điểm 1092
RV0674,"Mình hỏi về bàn phím mà thái độ phản hồi khó chịu, rất mất thời gian.",Negative,customer_service,no,,normal,mình hỏi về bàn phím mà thái độ phản hồi khó chịu rất mất thời gian
RV0675,Nhận xu nên đánh giá 5 sao. Hy vọng lần sau tốt hơn.,Neutral,spam_or_irrelevant,no,,spam_xu,nhận xu nên đánh giá 5 sao hy vọng lần sau tốt hơn
RV0676,Sản phẩm có vấn đề nhưng hứa gọi lại nhưng không gọi. Mình ghi nhận như vậy.,Negative,customer_service,no,,normal,sản phẩm có vấn đề nhưng hứa gọi lại nhưng không gọi mình ghi nhận như vậy
RV0677,"đèn học đẹp hơn mong đợi, nhận hàng sớm, giá cũng hợp lý.",Positive,no_issue,no,,normal,đèn học đẹp hơn mong đợi nhận hàng sớm giá cũng hợp lý
RV0678,Với mức giá này thì giá tăng bất thường. Mình ghi nhận như vậy.,Negative,price,no,,normal,với mức giá này thì giá tăng bất thường mình ghi nhận như vậy
